id,street_name,limits,northbound_count,southbound_count,eastbound_count,westbound_count,total_count,date_count,year,month,day
54ST014014,54 ST,REDWOOD ST - 52 ST,10444,10760.0,0.0,0.0,21204,2014-04-09,2014,4,9
54ST042613,54 ST,S/O UNIVERSITY AV AV - UNIVERSITY AV,8493,8894.0,0.0,0.0,17387,2010-11-30,2010,11,30
54ST073411,54 ST,STREAMVIEW DR - CHOLLAS PY,9370,9440.0,0.0,0.0,18810,2011-08-10,2011,8,10
54ST014114,54 ST,STREAMVIEW DR - CHOLLAS PY,11805,12312.0,0.0,0.0,24117,2014-04-09,2014,4,9
54ST042313,54 ST,STREAMVIEW DR - REDWOOD ST,9848,9634.0,0.0,0.0,19482,2011-05-24,2011,5,24
54ST014214,54 ST,STREAMVIEW DR - REDWOOD ST,10444,10760.0,0.0,0.0,21204,2014-04-09,2014,4,9
54ST013706,54 ST,TROJAN AV - EL CAJON BL,17530,11390.0,0.0,0.0,28920,2006-05-17,2006,5,17
54ST035409,54 ST,TROJAN AV - EL CAJON BL,10830,11035.0,0.0,0.0,21865,2009-05-07,2009,5,7
54ST042113,54 ST,TROJAN AV - EL CAJON BL,10831,11384.0,0.0,0.0,22215,2011-05-24,2011,5,24
54ST030012,54 ST,TROJAN AV - EL CAJON BL,10120,10948.0,0.0,0.0,21068,2012-05-05,2012,5,5
54ST103814,54 ST,TROJAN AV - EL CAJON BL,10484,11816.0,0.0,0.0,22300,2014-04-09,2014,4,9
54ST041415,54 ST,TROJAN AV - EL CAJON BL,11057,12002.0,0.0,0.0,23059,2015-06-10,2015,6,10
54ST013516,54 ST,TROJAN AV - EL CAJON BL,12136,11934.0,0.0,0.0,24070,2016-05-12,2016,5,12
54ST012509,54 ST,UNIVERSITY AV - 52 PL,9330,11315.0,0.0,0.0,20645,2009-03-04,2009,3,4
54ST010212,54 ST,UNIVERSITY AV - 52 PL,12210,13030.0,0.0,0.0,25240,2012-02-23,2012,2,23
54ST015115,54 ST,UNIVERSITY AV - 52 ST,15934,14443.0,0.0,0.0,30377,2015-04-23,2015,4,23
54ST058706,54 ST,UNIVERSITY AV - 54 PL,11700,11510.0,0.0,0.0,23210,2006-11-14,2006,11,14
54ST071309,54 ST,UNIVERSITY AV - 54 PL,11490,10435.0,0.0,0.0,21925,2009-11-19,2009,11,19
54ST082712,54 ST,UNIVERSITY AV - 54 PL,11967,12961.0,0.0,0.0,24928,2012-10-04,2012,10,4
54ST042513,54 ST,UNIVERSITY AV - N/O UNIVERSITY AV,11392,13450.0,0.0,0.0,24842,2010-11-30,2010,11,30
54ST011616,54 ST ,COLLEGE GROVE DR - REDWOOD ST,12136,11800.0,0.0,0.0,23936,2016-05-10,2016,5,10
55ST1650806,55 ST,HARDY AV - CANYON CREST DR,0,0.0,0.0,0.0,0,2006-06-21,2006,6,21
55ST029019,55 ST,MONTEZUMA  RD - LINDO PASEO  RD,8199,9287.0,0.0,0.0,17486,2019-10-08,2019,10,8
55ST054722,55 ST,MONTEZUMA RD - LINDO PASEO  ,8553,8642.0,0.0,0.0,17195,2022-09-08,2022,9,8
55ST073611,55 ST,MONTEZUMA RD - LINDO PASEO RD,8120,9340.0,0.0,0.0,17460,2011-09-01,2011,9,1
55ST014314,55 ST,MONTEZUMA RD - LINDO PASEO RD,8157,8741.0,0.0,0.0,16898,2014-04-08,2014,4,8
56ST020909,56 ST,EL CAJON BL - ADELAIDE AV,1100,1100.0,0.0,0.0,2200,2009-04-14,2009,4,14
56ST019812,56 ST,EL CAJON BL - ADELAIDE AV,1122,1185.0,0.0,0.0,2307,2012-03-14,2012,3,14
56ST026815,56 ST,EL CAJON BL - ADELAIDE AV,1455,1008.0,0.0,0.0,2463,2015-05-13,2015,5,13
56ST021009,56 ST,EL CAJON BL - ALLEY N/O EL CAJON BL,285,555.0,0.0,0.0,840,2009-04-14,2009,4,14
56ST019912,56 ST,EL CAJON BL - ALLEY N/O EL CAJON BL,412,770.0,0.0,0.0,1182,2012-03-27,2012,3,27
56ST029715,56 ST,EL CAJON BL - ALLEY N/O EL CAJON BL,248,958.0,0.0,0.0,1206,2015-05-14,2015,5,14
58(S)ST036419,58 (S)  ST,DULUTH  AVE - SKYLINE  DR,2016,1920.0,0.0,0.0,3936,2019-10-24,2019,10,24
58(S)ST054822,58 (S)  ST,DULUTH AV - SKYLINE  DR,2034,2215.0,0.0,0.0,4249,2022-09-08,2022,9,8
58ST073015,58 ST,CHURCHWOOD ST - OLVERA AV,892,634.0,0.0,0.0,1526,2015-06-25,2015,6,25
58ST025621,58 ST,DAY ST - EL CAJON BL,1017,735.0,0.0,0.0,1752,2021-06-10,2021,6,10
58ST003107,58 ST,DULUTH AV - SKYLINE DR,1790,1790.0,0.0,0.0,3580,2007-01-30,2007,1,30
58ST002310,58 ST,DULUTH AV - SKYLINE DR,1940,1915.0,0.0,0.0,3855,2010-01-28,2010,1,28
58ST002213,58 ST,DULUTH AV - SKYLINE DR,1660,1679.0,0.0,0.0,3339,2013-01-29,2013,1,29
58ST064116,58 ST,DULUTH AV - SKYLINE DR,2139,2143.0,0.0,0.0,4282,2017-01-31,2017,1,31
58ST126113,58 ST,TROJAN AV - OLYMPIC ST,999,1072.0,0.0,0.0,2071,2013-12-10,2013,12,10
58ST033905,58 ST,UNIVERSITY AV - ANDROS CT,2050,2000.0,0.0,0.0,4050,2005-05-17,2005,5,17
58ST026608,58 ST,UNIVERSITY AV - ANDROS CT,2030,2100.0,0.0,0.0,4130,2008-06-05,2008,6,5
58ST046611,58 ST,UNIVERSITY AV - ANDROS CT,1240,1250.0,0.0,0.0,2490,2011-06-23,2011,6,23
58ST014414,58 ST,UNIVERSITY AV - ANDROS CT,1915,1816.0,0.0,0.0,3731,2014-04-09,2014,4,9
58ST034018,58 ST,UNIVERSITY AV - ANDROS CT,1965,1865.0,0.0,0.0,3830,2018-05-02,2018,5,2
60ST077721,60  ST,KENWOOD  ST - BROOKLYN AV,1644,1745.0,0.0,0.0,3389,2022-01-19,2022,1,19
60ST041022,60 ST,BROADWAY  - FEDERAL  BL,3888,3688.0,0.0,0.0,7576,2022-08-11,2022,8,11
60ST001505,60 ST,KENWOOD ST - BROOKLYN AV,0,0.0,1460.0,1760.0,3220,2005-01-26,2005,1,26
60ST000408,60 ST,KENWOOD ST - BROOKLYN AV,0,0.0,1420.0,1360.0,2780,2008-02-21,2008,2,21
60ST021811,60 ST,KENWOOD ST - BROOKLYN AV,0,0.0,1425.0,1890.0,3315,2011-03-22,2011,3,22
60ST014514,60 ST,KENWOOD ST - BROOKLYN AV,1496,1764.0,0.0,0.0,3260,2014-04-10,2014,4,10
60ST038917,60 ST,KENWOOD ST - BROOKLYN AV,1591,1669.0,0.0,0.0,3260,2018-01-17,2018,1,17
60ST004107,60 ST,WEAVER ST - BURIAN ST,2340,2800.0,0.0,0.0,5140,2007-01-18,2007,1,18
60ST001710,60 ST,WEAVER ST - BURIAN ST,2930,2725.0,0.0,0.0,5655,2010-01-28,2010,1,28
60ST002313,60 ST,WEAVER ST - BURIAN ST,2590,2855.0,0.0,0.0,5445,2013-01-31,2013,1,31
60ST063616,60 ST,WEAVER ST - BURIAN ST,3096,3282.0,0.0,0.0,6378,2017-01-11,2017,1,11
61ST083509,61 ST,ALDERLY ST - SKYLINE DR,1635,1535.0,0.0,0.0,3170,2010-01-12,2010,1,12
61ST000113,61 ST,ALDERLY ST - SKYLINE DR,1578,1453.0,0.0,0.0,3031,2013-01-29,2013,1,29
61ST027622,61 ST,DIVISION  ST - IMPERIAL  AV,1199,1330.0,0.0,0.0,2529,2022-06-16,2022,6,16
61ST002405,61 ST,NANCITA CT - IMPERIAL AV,2970,2550.0,0.0,0.0,5520,2005-01-26,2005,1,26
61ST000508,61 ST,NANCITA CT - IMPERIAL AV,2530,2430.0,0.0,0.0,4960,2008-02-20,2008,2,20
61ST020411,61 ST,NANCITA CT - IMPERIAL AV,2560,2355.0,0.0,0.0,4915,2011-03-22,2011,3,22
61ST014614,61 ST,NANCITA CT - IMPERIAL AV,2604,2395.0,0.0,0.0,4999,2014-04-10,2014,4,10
61ST039017,61 ST,NANCITA CT - IMPERIAL AV,2702,2539.0,0.0,0.0,5241,2018-01-17,2018,1,17
61ST077821,61 ST,NANCITA CT - IMPERIAL AV,3215,2341.0,0.0,0.0,5556,2022-01-19,2022,1,19
61ST003207,61 ST,NEWCASTLE PL - ALDERLEY ST,1780,1600.0,0.0,0.0,3380,2007-01-30,2007,1,30
61ST002410,61 ST,NEWCASTLE PL - ALDERLEY ST,1705,1585.0,0.0,0.0,3290,2010-01-28,2010,1,28
61ST002413,61 ST,NEWCASTLE PL - ALDERLEY ST,1734,1548.0,0.0,0.0,3282,2013-01-31,2013,1,31
61ST064216,61 ST,NEWCASTLE PL - ALDERLEY ST,1615,1853.0,0.0,0.0,3468,2017-01-18,2017,1,18
61ST083409,61 ST,SKYLINE DR - TICKNOR CT,2020,1940.0,0.0,0.0,3960,2010-01-12,2010,1,12
61ST000213,61 ST,SKYLINE DR - TICKNOR CT,1802,1830.0,0.0,0.0,3632,2013-01-29,2013,1,29
62ST001606,62 ST,IMPERIAL AV - AKINS AV,0,0.0,2470.0,2270.0,4740,2006-01-17,2006,1,17
62ST002109,62 ST,IMPERIAL AV - AKINS AV,0,0.0,2405.0,2690.0,5095,2009-01-13,2009,1,13
62ST108115,62 ST,IMPERIAL AV - AKINS AV,2675,2489.0,0.0,0.0,5164,2016-01-12,2016,1,12
62ST108115,62 ST,IMPERIAL AV - AKINS AV,2054,2196.0,0.0,0.0,4250,2016-01-21,2016,1,21
62ST060719,62 ST,IMPERIAL AV - AKINS AV,1194,1299.0,0.0,0.0,2493,2020-01-21,2020,1,21
62ST020622,62 ST,STANLEY  AV - EL CAJON  BL,2265,2289.0,0.0,0.0,4554,2022-04-13,2022,4,13
62ST021905,62 ST,STANLEY AV - EL CAJON BL,1790,2070.0,0.0,0.0,3860,2005-04-26,2005,4,26
62ST020608,62 ST,STANLEY AV - EL CAJON BL,1840,1910.0,0.0,0.0,3750,2008-06-10,2008,6,10
62ST046711,62 ST,STANLEY AV - EL CAJON BL,1825,2105.0,0.0,0.0,3930,2011-06-23,2011,6,23
62ST014714,62 ST,STANLEY AV - EL CAJON BL,1724,2379.0,0.0,0.0,4103,2014-04-08,2014,4,8
62ST024518,62 ST,STANLEY AV - EL CAJON BL,1837,2523.0,0.0,0.0,4360,2018-04-24,2018,4,24
63ST025721,63 ST,EL CAJON BL - MONTEZUMA RD,710,966.0,0.0,0.0,1676,2021-06-10,2021,6,10
63ST029907,63 ST,EL CAJON BL - ROSE ST,1790,2950.0,0.0,0.0,4740,2007-05-24,2007,5,24
63ST031710,63 ST,EL CAJON BL - ROSE ST,1620,2010.0,0.0,0.0,3630,2010-06-02,2010,6,2
63ST043813,63 ST,EL CAJON BL - ROSE ST,1551,2376.0,0.0,0.0,3927,2013-05-30,2013,5,30
63ST027721,63 ST,EL CAJON BL - ROSE ST,1231,2016.0,0.0,0.0,3247,2021-06-15,2021,6,15
65AV060919,65 AV,WUNDERLIN AV - BROADWAY AV,1188,1041.0,0.0,0.0,2229,2020-01-22,2020,1,22
65ST000006,65 ST,WUNDERLIN AV - BROADWAY AV,1380,1550.0,0.0,0.0,2930,2006-01-17,2006,1,17
65ST002309,65 ST,WUNDERLIN AV - BROADWAY AV,1505,1620.0,0.0,0.0,3125,2009-01-15,2009,1,15
65ST000612,65 ST,WUNDERLIN AV - BROADWAY AV,1515,1615.0,0.0,0.0,3130,2012-01-24,2012,1,24
65ST004715,65 ST,WUNDERLIN AV - BROADWAY AV,1347,1539.0,0.0,0.0,2886,2015-02-17,2015,2,17
65ST108315,65 ST,WUNDERLIN AV - BROADWAY AV,1254,1274.0,0.0,0.0,2528,2016-01-12,2016,1,12
68ST017913,68 ST,EL CAJON BL - AMHERST ST,786,703.0,0.0,0.0,1489,2013-03-07,2013,3,7
68ST017813,68 ST,EL CAJON BL - MOHAWK ST,511,552.0,0.0,0.0,1063,2013-03-05,2013,3,5
69ST365,69  ST,ELVADO   WY - MADRONE  AV,1544,1839.0,0.0,0.0,3383,2019-10-24,2019,10,24
69ST054922,69 ST,ELVADO WY - MADRONE  AV,1505,1753.0,0.0,0.0,3258,2022-09-08,2022,9,8
69ST049012,69 ST,ELVADO WY - MADRONE AV,1704,1825.0,0.0,0.0,3529,2012-05-10,2012,5,10
69ST042415,69 ST,ELVADO WY - MADRONE AV,1619,1524.0,0.0,0.0,3143,2015-06-10,2015,6,10
69ST073711,69 ST,ELY CR - BENSON AV,705,790.0,0.0,0.0,1495,2011-08-10,2011,8,10
69ST014814,69 ST,ELY CR - BENSON AV,846,836.0,0.0,0.0,1682,2014-04-10,2014,4,10
69ST073811,69 ST,GIBSON ST - KLAUBER AV,920,1095.0,0.0,0.0,2015,2011-08-10,2011,8,10
69ST014914,69 ST,GIBSON ST - KLAUBER AV,939,996.0,0.0,0.0,1935,2014-04-10,2014,4,10
69ST001706,69 ST,IMPERIAL AV - AKINS AV,1410,1260.0,0.0,0.0,2670,2006-01-12,2006,1,12
69ST001309,69 ST,IMPERIAL AV - AKINS AV,1350,1255.0,0.0,0.0,2605,2009-01-13,2009,1,13
69ST000712,69 ST,IMPERIAL AV - AKINS AV,1465,1310.0,0.0,0.0,2775,2012-01-24,2012,1,24
69ST004815,69 ST,IMPERIAL AV - AKINS AV,1620,1292.0,0.0,0.0,2912,2015-02-17,2015,2,17
69ST107315,69 ST,IMPERIAL AV - AKINS AV,1806,1729.0,0.0,0.0,3535,2016-01-12,2016,1,12
69ST59919,69 ST,IMPERIAL AV - AKINS AV,1468,1739.0,0.0,0.0,3207,2020-01-15,2020,1,15
69ST005005,69 ST,KLAUBER AV - MALLARD ST,2160,2000.0,0.0,0.0,4160,2005-02-01,2005,2,1
69ST000608,69 ST,KLAUBER AV - MALLARD ST,2420,2170.0,0.0,0.0,4590,2008-02-21,2008,2,21
69ST021911,69 ST,KLAUBER AV - MALLARD ST,1945,2055.0,0.0,0.0,4000,2011-03-22,2011,3,22
69ST015014,69 ST,KLAUBER AV - MALLARD ST,2097,2093.0,0.0,0.0,4190,2014-04-10,2014,4,10
69ST039617,69 ST,KLAUBER AV - MALLARD ST,2022,2087.0,0.0,0.0,4109,2018-02-06,2018,2,6
69ST001922,69 ST,KLAUBER AV - MALLARD ST,2026,1844.0,0.0,0.0,3870,2022-02-09,2022,2,9
70ST032405,70 ST,AMHERST ST - EL CAJON BL,8960,9290.0,0.0,0.0,18250,2005-05-26,2005,5,26
70ST026307,70 ST,AMHERST ST - EL CAJON BL,9740,10600.0,0.0,0.0,20340,2007-04-25,2007,4,25
70ST030310,70 ST,AMHERST ST - EL CAJON BL,11250,10610.0,0.0,0.0,21860,2010-04-20,2010,4,20
70ST021013,70 ST,AMHERST ST - EL CAJON BL,10422,10480.0,0.0,0.0,20902,2013-03-19,2013,3,19
70ST019518,70 ST,AMHERST ST - EL CAJON BL,12725,13519.0,0.0,0.0,26244,2018-04-12,2018,4,12
70ST37018,70 ST,AMHERST ST - EL CAJON BL,13800,13673.0,0.0,0.0,27473,2018-05-22,2018,5,22
70ST022421,70 ST,AMHERST ST - EL CAJON BL,14190,14933.0,0.0,0.0,29123,2021-06-02,2021,6,2
70ST073911,70 ST,EL CAJON BL - MOHAWK ST,13880,10870.0,0.0,0.0,24750,2011-08-11,2011,8,11
70ST015114,70 ST,EL CAJON BL - MOHAWK ST,10318,11915.0,0.0,0.0,22233,2014-04-08,2014,4,8
70ST026207,70 ST,SARANAC ST - ALVARADO RD,16920,13850.0,0.0,0.0,30770,2007-04-25,2007,4,25
70ST029410,70 ST,SARANAC ST - ALVARADO RD,19470,14030.0,0.0,0.0,33500,2010-04-20,2010,4,20
70STC21113,70 ST,SARANAC ST - ALVARADO RD,16967,13563.0,0.0,0.0,30530,2013-03-26,2013,3,26
70ST018618,70 ST,SARANAC ST - ALVARADO RD,16143,14414.0,0.0,0.0,30557,2018-04-11,2018,4,11
70ST021521,70 ST,SARANAC ST - ALVARADO RD,14958,14428.0,0.0,0.0,29386,2021-06-01,2021,6,1
AST122110,A ST,01 AV - 04 AV,0,0.0,10835.0,0.0,10835,2010-12-08,2010,12,8
AST120313,A ST,01 AV - 04 AV,0,0.0,7877.0,0.0,7877,2014-03-25,2014,3,25
AST019507,A ST,04 AV - 05 AV,0,0.0,13200.0,0.0,13200,2007-03-13,2007,3,13
AST016310,A ST,04 AV - 05 AV,0,0.0,13075.0,0.0,13075,2010-03-17,2010,3,17
AST021213,A ST,04 AV - 05 AV,0,0.0,12785.0,0.0,12785,2013-03-19,2013,3,19
AST020306,A ST,05 AV - 06 AV,0,0.0,13280.0,0.0,13280,2006-04-19,2006,4,19
AST028009,A ST,05 AV - 06 AV,0,0.0,13190.0,0.0,13190,2009-04-21,2009,4,21
AST030312,A ST,05 AV - 06 AV,0,0.0,12129.0,0.0,12129,2012-04-24,2012,4,24
AST038515,A ST,05 AV - 06 AV,0,0.0,13033.0,0.0,13033,2015-06-04,2015,6,4
AST009716,A ST,05 AV - 06 AV,0,0.0,14547.0,0.0,14547,2016-04-05,2016,4,5
AST008716,A ST,05 AV - 06 AV,0,0.0,14547.0,0.0,14547,2016-04-05,2016,4,5
AST019606,A ST,08 AV - 09 AV,0,0.0,15740.0,0.0,15740,2006-03-23,2006,3,23
AST018109,A ST,08 AV - 09 AV,0,0.0,13040.0,0.0,13040,2009-03-31,2009,3,31
AST020012,A ST,08 AV - 09 AV,0,0.0,13631.0,0.0,13631,2012-03-08,2012,3,8
AST022915,A ST,08 AV - 09 AV,0,0.0,15099.0,0.0,15099,2015-04-30,2015,4,30
AST005716,A ST,08 AV - 09 AV,0,0.0,15259.0,0.0,15259,2016-03-30,2016,3,30
AST010420,A ST,08 AV - 09 AV,0,0.0,15341.0,0.0,15341,2020-03-12,2020,3,12
AST007809,A ST,09 AV - 10 AV,0,0.0,14755.0,0.0,14755,2009-03-05,2009,3,5
ASTC10312,A ST,09 AV - 10 AV,0,0.0,15705.0,0.0,15705,2012-02-23,2012,2,23
AST015215,A ST,09 AV - 10 AV,0,0.0,17468.0,0.0,17468,2015-04-07,2015,4,7
AST041611,A ST,10 AV - 11 AV,0,0.0,19180.0,0.0,19180,2011-06-16,2011,6,16
AST015214,A ST,10 AV - 11 AV,0,0.0,17090.0,0.0,17090,2014-04-08,2014,4,8
AST036222,A ST,10 AV - 9 AV,0,0.0,17115.0,0.0,17115,2022-07-28,2022,7,28
AST018105,A ST,11 AV - 12 AV,0,0.0,7440.0,0.0,7440,2005-03-29,2005,3,29
AST041511,A ST,11 AV - 12 AV,0,0.0,7095.0,0.0,7095,2011-06-16,2011,6,16
AST015314,A ST,11 AV - 12 AV,0,0.0,9151.0,0.0,9151,2014-04-08,2014,4,8
AST006518,A ST,11 AV - 12 AV,0,0.0,10241.0,0.0,10241,2018-03-13,2018,3,13
AST012422,A ST,11 AV - 12 AV,0,0.0,9919.0,0.0,9919,2022-03-23,2022,3,23
AST008821,A ST,4 AV - 5 AV,0,0.0,12607.0,0.0,12607,2021-03-18,2021,3,18
AST122010,A ST,COLUMBIA ST - FRONT ST,0,0.0,10075.0,0.0,10075,2010-12-07,2010,12,7
AST119613,A ST,COLUMBIA ST - FRONT ST,0,0.0,8621.0,0.0,8621,2014-03-26,2014,3,26
AST019307,A ST,COLUMBIA ST - STATE ST,0,0.0,8740.0,0.0,8740,2007-03-13,2007,3,13
AST016210,A ST,COLUMBIA ST - STATE ST,0,0.0,8785.0,0.0,8785,2010-03-30,2010,3,30
AST021313,A ST,COLUMBIA ST - STATE ST,0,0.0,8772.0,0.0,8772,2013-04-03,2013,4,3
AST008721,A ST,COLUMBIA ST - STATE ST,0,0.0,7019.0,0.0,7019,2021-03-17,2021,3,17
AST019407,A ST,FRONT ST - 01 AV,0,0.0,12630.0,0.0,12630,2007-03-15,2007,3,15
AST016710,A ST,FRONT ST - 01 AV,0,0.0,11975.0,0.0,11975,2010-03-30,2010,3,30
AST001111,A ST,FRONT ST - 01 AV,0,0.0,9335.0,0.0,9335,2011-02-10,2011,2,10
AST021413,A ST,FRONT ST - 01 AV,0,0.0,11368.0,0.0,11368,2013-03-26,2013,3,26
AST015414,A ST,FRONT ST - 01 AV,0,0.0,12505.0,0.0,12505,2014-04-08,2014,4,8
AST009221,A ST,FRONT ST - 1 AV,0,0.0,7371.0,0.0,7371,2021-03-17,2021,3,17
AST121910,A ST,INDIA ST - COLUMBIA ST,0,0.0,6815.0,0.0,6815,2010-12-07,2010,12,7
AST119713,A ST,INDIA ST - COLUMBIA ST,0,0.0,8283.0,0.0,8283,2014-03-25,2014,3,25
AST018005,A ST,KETTNER BL - INDIA ST,0,0.0,5090.0,0.0,5090,2005-03-29,2005,3,29
AST121810,A ST,KETTNER BL - INDIA ST,0,0.0,6055.0,0.0,6055,2010-12-07,2010,12,7
AST119813,A ST,KETTNER BL - INDIA ST,0,0.0,4211.0,0.0,4211,2014-03-27,2014,3,27
AST006418,A ST,KETTNER BL - INDIA ST,0,0.0,5580.0,0.0,5580,2018-03-13,2018,3,13
AST012322,A ST,KETTNER BL - INDIA ST,0,0.0,6846.0,0.0,6846,2022-03-23,2022,3,23
ABBOTTST048121,ABBOTT ST,NEWPORT AV - W PT LOMA BL,1706,2017.0,0.0,0.0,3723,2021-09-09,2021,9,9
ABBOTTST005507,ABBOTT ST,SARATOGA AV - CAPE MAY AV,1620,1780.0,0.0,0.0,3400,2007-02-06,2007,2,6
ABBOTTST003310,ABBOTT ST,SARATOGA AV - CAPE MAY AV,2595,2190.0,0.0,0.0,4785,2010-03-02,2010,3,2
ABBOTTST008213,ABBOTT ST,SARATOGA AV - CAPE MAY AV,2360,2010.0,0.0,0.0,4370,2013-02-14,2013,2,14
ABBOTTST000117,ABBOTT ST,SARATOGA AV - CAPE MAY AV,1900,2400.0,0.0,0.0,4300,2017-02-08,2017,2,8
ABBOTTSTC41711,ABBOTT ST,VOLTAIRE ST - LOTUS ST,2065,1510.0,0.0,0.0,3575,2011-06-15,2011,6,15
ABBOTTST015514,ABBOTT ST,VOLTAIRE ST - LOTUS ST,2557,2926.0,0.0,0.0,5483,2014-04-08,2014,4,8
ABERST053506,ABER ST,ARIANE DR - JUTLAND DR,0,0.0,1180.0,1200.0,2380,2006-11-28,2006,11,28
ABERST077509,ABER ST,ARIANE DR - JUTLAND DR,0,0.0,1205.0,1175.0,2380,2009-11-17,2009,11,17
ABERST056716,ABER ST,ARIANE DR - JUTLAND DR,0,0.0,1249.0,1336.0,2585,2016-11-16,2016,11,16
ACACIAST072915,ACACIA ST,38 ST - EPSILON ST,231,954.0,0.0,0.0,1185,2015-06-25,2015,6,25
ACACIAST002506,ACACIA ST,38 ST - VESTA ST,1900,2190.0,0.0,0.0,4090,2006-01-10,2006,1,10
ACACIAST000409,ACACIA ST,38 ST - VESTA ST,1645,1750.0,0.0,0.0,3395,2009-01-15,2009,1,15
ACACIAST106415,ACACIA ST,38 ST - VESTA ST,1616,1890.0,0.0,0.0,3506,2016-01-12,2016,1,12
ACACIAST59019,ACACIA ST,38 ST - VESTA ST,1453,2097.0,0.0,0.0,3550,2020-01-15,2020,1,15
ACENADR008207,ACENA DR,HIERBA DR - RANCHO BERNARDO RD,2390,2140.0,0.0,0.0,4530,2007-02-08,2007,2,8
ACENADR004210,ACENA DR,HIERBA DR - RANCHO BERNARDO RD,2085,1815.0,0.0,0.0,3900,2010-02-11,2010,2,11
ACENADR004713,ACENA DR,HIERBA DR - RANCHO BERNARDO RD,1938,1710.0,0.0,0.0,3648,2013-01-29,2013,1,29
ACENADR001017,ACENA DR,HIERBA DR - RANCHO BERNARDO RD,1294,1545.0,0.0,0.0,2839,2017-02-09,2017,2,9
ACORNST024508,ACORN ST,COLLEGE AV - 62 ST,2050,2120.0,0.0,0.0,4170,2008-06-10,2008,6,10
ACORNST046811,ACORN ST,COLLEGE AV - 62 ST,1835,2290.0,0.0,0.0,4125,2011-06-23,2011,6,23
ACORNST015614,ACORN ST,COLLEGE AV - 62 ST,0,0.0,2883.0,2952.0,5835,2014-04-08,2014,4,8
ACTIVITYRD060421,ACTIVITY RD,CAM RUIZ  - CLAYTON  DR,0,0.0,6130.0,4771.0,10901,2021-11-17,2021,11,17
ACTIVITYRD041708,ACTIVITY RD,CAMINO RUIZ DR - CLAYTON DR,0,0.0,6570.0,6130.0,12700,2007-10-03,2007,10,3
ACTIVITYRD080710,ACTIVITY RD,CAMINO RUIZ DR - CLAYTON DR,0,0.0,5030.0,4015.0,9045,2010-09-09,2010,9,9
ACTIVITYRD089913,ACTIVITY RD,CAMINO RUIZ DR - CLAYTON DR,0,0.0,7871.0,6299.0,14170,2013-10-16,2013,10,16
ACTIVITYRD033017,ACTIVITY RD,CAMINO RUIZ DR - CLAYTON DR,0,0.0,6626.0,5279.0,11905,2017-10-18,2017,10,18
ACTIVITYRD041807,ACTIVITY RD,PADGETT ST - BLACK MTN RD,0,0.0,5740.0,7510.0,13250,2007-09-27,2007,9,27
ACTIVITYRD070610,ACTIVITY RD,PADGETT ST - BLACK MTN RD,0,0.0,9450.0,7975.0,17425,2010-08-17,2010,8,17
ACTIVITYRD074713,ACTIVITY RD,PADGETT ST - BLACK MTN RD,0,0.0,8015.0,5939.0,13954,2013-11-05,2013,11,5
ACTIVITYRD029917,ACTIVITY RD,PADGETT ST - BLACK MTN RD,0,0.0,8951.0,6302.0,15253,2017-09-28,2017,9,28
ACTIVITYRD057321,ACTIVITY RD,PADGETT ST - BLACK MTN RD,0,0.0,5233.0,6863.0,12096,2021-11-16,2021,11,16
ACWORTHAV048006,ACWORTH AV,MT ABBEY AV - MT ACADIA BL,0,0.0,1490.0,1740.0,3230,2006-11-14,2006,11,14
ACWORTHAV071909,ACWORTH AV,MT ABBEY AV - MT ACADIA BL,0,0.0,1310.0,1430.0,2740,2009-11-17,2009,11,17
ACWORTHAV051216,ACWORTH AV,MT ABBEY AV - MT ACADIA BL,2002,2082.0,0.0,0.0,4084,2016-11-16,2016,11,16
ACWORTHAV026022,ACWORTH AV,OLD BRIDGEPORT WY - MT. ALADINE AV,2059,2053.0,0.0,0.0,4112,2022-04-27,2022,4,27
ACWORTHAV041811,ACWORTH AV,OLD BRIDGEPORT WY - OLD MEADOW RD,2170,2125.0,0.0,0.0,4295,2011-06-15,2011,6,15
ACWORTHAV015714,ACWORTH AV,OLD BRIDGEPORT WY - OLD MEADOW RD,0,0.0,2311.0,2377.0,4688,2014-04-08,2014,4,8
ADAMSAV019722,ADAMS AV,30 ST - OHIO  ST,0,0.0,6824.0,7013.0,13837,2022-04-12,2022,4,12
ADAMSAV039311,ADAMS AV,30 ST - OHIO ST,0,0.0,7740.0,6520.0,14260,2005-04-19,2005,4,19
ADAMSAV021405,ADAMS AV,30 ST - OHIO ST,0,0.0,8040.0,7620.0,15660,2008-05-15,2008,5,15
ADAMSAV041911,ADAMS AV,30 ST - OHIO ST,0,0.0,10695.0,9065.0,19760,2011-06-15,2011,6,15
ADAMSAV015814,ADAMS AV,30 ST - OHIO ST,0,0.0,6739.0,6765.0,13504,2014-04-09,2014,4,9
ADAMSAV023618,ADAMS AV,30 ST - OHIO ST,0,0.0,6455.0,7141.0,13596,2018-04-24,2018,4,24
ADAMSAV124113,ADAMS AV,34 ST - HAWLEY BL,0,0.0,6548.0,7868.0,14416,2013-12-12,2013,12,12
ADAMSAV031913,ADAMS AV,36 ST - CHEROKEE AV,0,0.0,8275.0,7700.0,15975,2011-06-15,2011,6,15
ADAMSAV015914,ADAMS AV,36 ST - CHEROKEE AV,0,0.0,7226.0,7868.0,15094,2014-04-09,2014,4,9
